0020 -> 8359 :   -> 荙
9A32 -> 8B6A : 騲 -> 譪
9A33 -> 94AB : 騳 -> 钫
9A34 -> 72ED : 騴 -> 狭
9A35 -> 35AD : 騵 -> 㖭
9A36 -> 50E3 : 騶 -> 僣
9A37 -> 4649 : 騷 -> 䙉
9A38 -> 4DB4 : 騸 -> 䶴
9A39 -> 4AF6 : 騹 -> 䫶
9A3A -> 62FA : 騺 -> 拺
9A3B -> 7055 : 騻 -> 灕
9A3C -> 3B3C : 騼 -> 㬼
9A3D -> 57F1 : 騽 -> 埱
9A3E -> 51DC : 騾 -> 凜
9A3F -> 50D5 : 騿 -> 僕
9A40 -> 9A77 : 驀 -> 驷
9A41 -> 63EC : 驁 -> 揬
9A42 -> 94D5 : 驂 -> 铕
9A43 -> 539A : 驃 -> 厚
9A44 -> 80CB : 驄 -> 胋
9A45 -> 4688 : 驅 -> 䚈
9A46 -> 35B9 : 驆 -> 㖹
9A47 -> 75B0 : 驇 -> 疰
9A48 -> 3069 : 驈 -> ど
9A49 -> 35E8 : 驉 -> 㗨
9A4A -> 6756 : 驊 -> 杖
9A4B -> 368A : 驋 -> 㚊
9A4C -> 716F : 驌 -> 煯
9A4D -> 770B : 驍 -> 看
9A4E -> 8E74 : 驎 -> 蹴
9A4F -> 48A4 : 驏 -> 䢤
9A50 -> 9CD5 : 驐 -> 鳕
9A51 -> 90B4 : 驑 -> 邴
9A52 -> 8AF1 : 驒 -> 諱
9A53 -> 7777 : 驓 -> 睷
9A54 -> 925A : 驔 -> 鉚
9A55 -> 71F0 : 驕 -> 燰
9A56 -> 5ADE : 驖 -> 嫞
9A57 -> 42B8 : 驗 -> 䊸
9A58 -> 6C8E : 驘 -> 沎
9A59 -> 7703 : 驙 -> 眃
9A5A -> 5769 : 驚 -> 坩
9A5B -> 4BA9 : 驛 -> 䮩
9A5C -> 8CB6 : 驜 -> 貶
9A5D -> 462E : 驝 -> 䘮
9A5E -> 9D4D : 驞 -> 鵍
9A5F -> 5CD5 : 驟 -> 峕
9A60 -> 550A : 驠 -> 唊
9A61 -> 998C : 驡 -> 馌
9A62 -> 3714 : 驢 -> 㜔
9A63 -> FF27 : 驣 -> Ｇ
9A64 -> 7B9C : 驤 -> 箜
9A65 -> 961C : 驥 -> 阜
9A66 -> 8551 : 驦 -> 蕑
9A67 -> 8C4E : 驧 -> 豎
9A68 -> 9B41 : 驨 -> 魁
9A69 -> 4B11 : 驩 -> 䬑
9A6A -> 5232 : 驪 -> 刲
9A6B -> 5839 : 驫 -> 堹
9A6C -> 3EF7 : 马 -> 㻷
9A6D -> 7801 : 驭 -> 码
9A6E -> 3637 : 驮 -> 㘷
9A6F -> 4255 : 驯 -> 䉕
9A70 -> 5C95 : 驰 -> 岕
9A71 -> 40C9 : 驱 -> 䃉
9A72 -> 837B : 驲 -> 荻
9A73 -> 515C : 驳 -> 兜
9A74 -> 3838 : 驴 -> 㠸
9A75 -> 8C56 : 驵 -> 豖
9A76 -> 62C9 : 驶 -> 拉
9A77 -> 8FA2 : 驷 -> 辢
9A78 -> 4407 : 驸 -> 䐇
9A79 -> 9458 : 驹 -> 鑘
9A7A -> 973E : 驺 -> 霾
9A7B -> 7074 : 驻 -> 灴
9A7C -> 3E78 : 驼 -> 㹸
9A7D -> 9519 : 驽 -> 错
9A7E -> 7959 : 驾 -> 祙
9A7F -> 95F4 : 驿 -> 间
9A80 -> 92DF : 骀 -> 鋟
9A81 -> 5BD3 : 骁 -> 寓
9A82 -> 38DC : 骂 -> 㣜
9A83 -> 8532 : 骃 -> 蔲
9A84 -> 64BD : 骄 -> 撽
9A85 -> 816A : 骅 -> 腪
9A86 -> 3C68 : 骆 -> 㱨
9A87 -> 54AD : 骇 -> 咭
9A88 -> 85DB : 骈 -> 藛
9A89 -> 80B3 : 骉 -> 肳
9A8A -> 7618 : 骊 -> 瘘
9A8B -> 61D1 : 骋 -> 懑
9A8C -> FE42 : 验 -> ﹂
9A8D -> 5293 : 骍 -> 劓
9A8E -> 9656 : 骎 -> 陖
9A8F -> 71E8 : 骏 -> 燨
9A90 -> 4D71 : 骐 -> 䵱
9A91 -> 4A52 : 骑 -> 䩒
9A92 -> 9F88 : 骒 -> 龈
9A93 -> 6F6D : 骓 -> 潭
9A94 -> 9F48 : 骔 -> 齈
9A95 -> 7566 : 骕 -> 畦
9A96 -> 5870 : 骖 -> 塰
9A97 -> 8261 : 骗 -> 艡
9A98 -> 965C : 骘 -> 陜
9A99 -> 35B0 : 骙 -> 㖰
9A9A -> 98B5 : 骚 -> 颵
9A9B -> 35BB : 骛 -> 㖻
9A9C -> 4485 : 骜 -> 䒅
9A9D -> 6599 : 骝 -> 料
9A9E -> 9682 : 骞 -> 隂
9A9F -> 686C : 骟 -> 桬
9AA0 -> 9C9E : 骠 -> 鲞
9AA1 -> 6549 : 骡 -> 敉
9AA2 -> 47DA : 骢 -> 䟚
9AA3 -> 03B9 : 骣 -> ι
9AA4 -> 50A2 : 骤 -> 傢
9AA5 -> 5456 : 骥 -> 呖
9AA6 -> 8004 : 骦 -> 耄
9AA7 -> 5097 : 骧 -> 傗
9AA8 -> 897E : 骨 -> 襾
9AA9 -> 0048 : 骩 -> H
9AAA -> 3732 : 骪 -> 㜲
9AAB -> 61FD : 骫 -> 懽
9AAC -> 8BE8 : 骬 -> 诨
9AAD -> 9B36 : 骭 -> 鬶
9AAE -> 5C47 : 骮 -> 屇
9AAF -> 61C3 : 骯 -> 懃
9AB0 -> 7652 : 骰 -> 癒
9AB1 -> 63CF : 骱 -> 描
9AB2 -> 86C4 : 骲 -> 蛄
9AB3 -> 3B3E : 骳 -> 㬾
9AB4 -> 9A7B : 骴 -> 驻
9AB5 -> 40AB : 骵 -> 䂫
9AB6 -> 4455 : 骶 -> 䑕
9AB7 -> 6D21 : 骷 -> 洡
9AB8 -> 5116 : 骸 -> 儖
9AB9 -> 670E : 骹 -> 朎
9ABA -> 6B94 : 骺 -> 殔
9ABB -> 57BC : 骻 -> 垼
9ABC -> 68D8 : 骼 -> 棘
9ABD -> 411C : 骽 -> 䄜
9ABE -> 6160 : 骾 -> 慠
9ABF -> 5647 : 骿 -> 噇
9AC0 -> 98BB : 髀 -> 颻
9AC1 -> 8A4B : 髁 -> 詋
9AC2 -> 3A49 : 髂 -> 㩉
9AC3 -> 2557 : 髃 -> ╗
9AC4 -> 3AB7 : 髄 -> 㪷
9AC5 -> 98DE : 髅 -> 飞
9AC6 -> 59C8 : 髆 -> 姈
9AC7 -> 7D0C : 髇 -> 紌
9AC8 -> 8B02 : 髈 -> 謂
9AC9 -> 904D : 髉 -> 遍
9ACA -> 5C55 : 髊 -> 展
9ACB -> FA27 : 髋 -> 﨧
9ACC -> 724D : 髌 -> 牍
9ACD -> 8F41 : 髍 -> 轁
9ACE -> 8F33 : 髎 -> 輳
9ACF -> 3B9C : 髏 -> 㮜
9AD0 -> 36DB : 髐 -> 㛛
9AD1 -> 4096 : 髑 -> 䂖
9AD2 -> 78AC : 髒 -> 碬
9AD3 -> 9839 : 髓 -> 頹
9AD4 -> 471E : 體 -> 䜞
9AD5 -> 3026 : 髕 -> 〦
9AD6 -> 39B5 : 髖 -> 㦵
9AD7 -> 9C2F : 髗 -> 鰯
9AD8 -> 3AF1 : 高 -> 㫱
9AD9 -> 9152 : 髙 -> 酒
9ADA -> 4420 : 髚 -> 䐠
9ADB -> 9E71 : 髛 -> 鹱
9ADC -> 7565 : 髜 -> 略
9ADD -> 405B : 髝 -> 䁛
9ADE -> 97C1 : 髞 -> 韁
9ADF -> 5729 : 髟 -> 圩
9AE0 -> 4C72 : 髠 -> 䱲
9AE1 -> 567F : 髡 -> 噿
9AE2 -> 7506 : 髢 -> 甆
9AE3 -> 8E92 : 髣 -> 躒
9AE4 -> 8DE2 : 髤 -> 跢
9AE5 -> 8553 : 髥 -> 蕓
9AE6 -> 48D0 : 髦 -> 䣐
9AE7 -> 7DA1 : 髧 -> 綡
9AE8 -> 5744 : 髨 -> 坄
9AE9 -> 44AC : 髩 -> 䒬
9AEA -> 3B0C : 髪 -> 㬌
9AEB -> 6E7B : 髫 -> 湻
9AEC -> 89BF : 髬 -> 覿
9AED -> 86B3 : 髭 -> 蚳
9AEE -> 700F : 髮 -> 瀏
9AEF -> 3112 : 髯 -> ㄒ
9AF0 -> 8841 : 髰 -> 衁
9AF1 -> 9D34 : 髱 -> 鴴
9AF2 -> 39D0 : 髲 -> 㧐
9AF3 -> 8B3A : 髳 -> 謺
9AF4 -> 5E6B : 髴 -> 幫
9AF5 -> 7D47 : 髵 -> 絇
9AF6 -> 81A9 : 髶 -> 膩
9AF7 -> 6927 : 髷 -> 椧
9AF8 -> 37A2 : 髸 -> 㞢
9AF9 -> 9551 : 髹 -> 镑
9AFA -> 9FBB : 髺 -> 龻
9AFB -> 9C80 : 髻 -> 鲀
9AFC -> 7B42 : 髼 -> 筂
9AFD -> 6508 : 髽 -> 攈
9AFE -> 5048 : 髾 -> 偈
9AFF -> 4883 : 髿 -> 䢃
9B00 -> 5E7C : 鬀 -> 幼
9B01 -> 3F33 : 鬁 -> 㼳
9B02 -> 9102 : 鬂 -> 鄂
9B03 -> 5F1E : 鬃 -> 弞
9B04 -> 448B : 鬄 -> 䒋
9B05 -> 4F1D : 鬅 -> 伝
9B06 -> 45CF : 鬆 -> 䗏
9B07 -> 7C2A : 鬇 -> 簪
9B08 -> 5B49 : 鬈 -> 孉
9B09 -> 4490 : 鬉 -> 䒐
9B0A -> 555D : 鬊 -> 啝
9B0B -> 9B90 : 鬋 -> 鮐
9B0C -> 5994 : 鬌 -> 妔
9B0D -> 744D : 鬍 -> 瑍
9B0E -> 74B7 : 鬎 -> 璷
9B0F -> E841 : 鬏 -> 
9B10 -> 2EAA : 鬐 -> ⺪
9B11 -> 6496 : 鬑 -> 撖
9B12 -> 9557 : 鬒 -> 镗
9B13 -> 5150 : 鬓 -> 児
9B14 -> 5185 : 鬔 -> 内
9B15 -> 6207 : 鬕 -> 戇
9B16 -> 3B57 : 鬖 -> 㭗
9B17 -> 51E5 : 鬗 -> 凥
9B18 -> 82A0 : 鬘 -> 芠
9B19 -> 6A8B : 鬙 -> 檋
9B1A -> 954D : 鬚 -> 镍
9B1B -> 6767 : 鬛 -> 杧
9B1C -> 89D4 : 鬜 -> 觔
9B1D -> 8514 : 鬝 -> 蔔
9B1E -> 9842 : 鬞 -> 顂
9B1F -> 711A : 鬟 -> 焚
9B20 -> 41AC : 鬠 -> 䆬
9B21 -> 83B6 : 鬡 -> 莶
9B22 -> 533F : 鬢 -> 匿
9B23 -> 723B : 鬣 -> 爻
9B24 -> 9BBD : 鬤 -> 鮽
9B25 -> 97C9 : 鬥 -> 韉
9B26 -> 50B9 : 鬦 -> 傹
9B27 -> 3EE9 : 鬧 -> 㻩
9B28 -> 5AE7 : 鬨 -> 嫧
9B29 -> 2015 : 鬩 -> ―
9B2A -> 3BCF : 鬪 -> 㯏
9B2B -> 8122 : 鬫 -> 脢
9B2C -> 778C : 鬬 -> 瞌
9B2D -> 65E8 : 鬭 -> 旨
9B2E -> 62C4 : 鬮 -> 拄
9B2F -> 7D2E : 鬯 -> 紮
9B30 -> 8D3C : 鬰 -> 贼
9B31 -> 9184 : 鬱 -> 醄
9B32 -> 50F4 : 鬲 -> 僴
9B33 -> 7281 : 鬳 -> 犁
9B34 -> 9728 : 鬴 -> 霨
9B35 -> 5F52 : 鬵 -> 归
9B36 -> 644F : 鬶 -> 摏
9B37 -> 4FBA : 鬷 -> 侺
9B38 -> 6BD4 : 鬸 -> 比
9B39 -> 583B : 鬹 -> 堻
9B3A -> 7B6A : 鬺 -> 筪
9B3B -> 693E : 鬻 -> 椾
9B3C -> 9827 : 鬼 -> 頧
9B3D -> 66B8 : 鬽 -> 暸
9B3E -> 9973 : 鬾 -> 饳
9B3F -> 49F8 : 鬿 -> 䧸
9B40 -> 3FFB : 魀 -> 㿻
9B41 -> 6683 : 魁 -> 暃
9B42 -> 4AB1 : 魂 -> 䪱
9B43 -> 9B96 : 魃 -> 鮖
9B44 -> 9974 : 魄 -> 饴
9B45 -> 83BD : 魅 -> 莽
9B46 -> 6CAE : 魆 -> 沮
9B47 -> 9D1F : 魇 -> 鴟
9B48 -> 5213 : 魈 -> 刓
9B49 -> 495B : 魉 -> 䥛
9B4A -> 6BE4 : 魊 -> 毤
9B4B -> 3A3B : 魋 -> 㨻
9B4C -> 5E2C : 魌 -> 帬
9B4D -> 616B : 魍 -> 慫
9B4E -> 93A6 : 魎 -> 鎦
9B4F -> 300E : 魏 -> 『
9B50 -> 4ED2 : 魐 -> 仒
9B51 -> 39A8 : 魑 -> 㦨
9B52 -> 594F : 魒 -> 奏
9B53 -> 8438 : 魓 -> 萸
9B54 -> 9CA7 : 魔 -> 鲧
9B55 -> 91C1 : 魕 -> 釁
9B56 -> 47E0 : 魖 -> 䟠
9B57 -> 82FD : 魗 -> 苽
9B58 -> 4992 : 魘 -> 䦒
9B59 -> 5018 : 魙 -> 倘
9B5A -> 90F5 : 魚 -> 郵
9B5B -> 885C : 魛 -> 衜
9B5C -> 005A : 魜 -> Z
9B5D -> 4385 : 魝 -> 䎅
9B5E -> 9144 : 魞 -> 酄
9B5F -> 4E4D : 魟 -> 乍
9B60 -> 3AF8 : 魠 -> 㫸
9B61 -> 8FE2 : 魡 -> 迢
9B62 -> 821D : 魢 -> 舝
9B63 -> 3EE6 : 魣 -> 㻦
9B64 -> 3C42 : 魤 -> 㱂
9B65 -> 36E5 : 魥 -> 㛥
9B66 -> 39A1 : 魦 -> 㦡
9B67 -> 54B1 : 魧 -> 咱
9B68 -> 6200 : 魨 -> 戀
9B69 -> 90DC : 魩 -> 郜
9B6A -> 70B1 : 魪 -> 炱
9B6B -> 9850 : 魫 -> 顐
9B6C -> 61D4 : 魬 -> 懔
9B6D -> 2033 : 魭 -> ″
9B6E -> 62D1 : 魮 -> 拑
9B6F -> 8872 : 魯 -> 衲
9B70 -> 5301 : 魰 -> 匁
9B71 -> 7335 : 魱 -> 猵
9B72 -> 4EFF : 魲 -> 仿
9B73 -> 8E9C : 魳 -> 躜
9B74 -> 3B60 : 魴 -> 㭠
9B75 -> 97E4 : 魵 -> 韤
9B76 -> 3B4B : 魶 -> 㭋
9B77 -> 9060 : 魷 -> 遠
9B78 -> 8E4A : 魸 -> 蹊
9B79 -> 7E0C : 魹 -> 縌
9B7A -> 4774 : 魺 -> 䝴
9B7B -> 8C4B : 魻 -> 豋
9B7C -> 555A : 魼 -> 啚
9B7D -> 61D2 : 魽 -> 懒
9B7E -> 3676 : 魾 -> 㙶
9B7F -> 4789 : 魿 -> 䞉
9B80 -> 9794 : 鮀 -> 鞔
9B81 -> 6E94 : 鮁 -> 溔
9B82 -> 03B7 : 鮂 -> η
9B83 -> 56D0 : 鮃 -> 囐
9B84 -> 8755 : 鮄 -> 蝕
9B85 -> 9585 : 鮅 -> 閅
9B86 -> 5AFC : 鮆 -> 嫼
9B87 -> 95EB : 鮇 -> 闫
9B88 -> 528D : 鮈 -> 劍
9B89 -> 767D : 鮉 -> 白
9B8A -> 58D7 : 鮊 -> 壗
9B8B -> 3BE1 : 鮋 -> 㯡
9B8C -> 84C8 : 鮌 -> 蓈
9B8D -> 74BD : 鮍 -> 璽
9B8E -> 64D8 : 鮎 -> 擘
9B8F -> 495C : 鮏 -> 䥜
9B90 -> 9B6C : 鮐 -> 魬
9B91 -> 2E8B : 鮑 -> ⺋
9B92 -> 5B88 : 鮒 -> 守
9B93 -> 733B : 鮓 -> 猻
9B94 -> 7EC1 : 鮔 -> 绁
9B95 -> 00B5 : 鮕 -> µ
9B96 -> 90D9 : 鮖 -> 郙
9B97 -> 8948 : 鮗 -> 襈
9B98 -> 7558 : 鮘 -> 畘
9B99 -> 5A8B : 鮙 -> 媋
9B9A -> 3901 : 鮚 -> 㤁
9B9B -> FFE5 : 鮛 -> ￥
9B9C -> 5CA1 : 鮜 -> 岡
9B9D -> 7A77 : 鮝 -> 穷
9B9E -> 3C14 : 鮞 -> 㰔
9B9F -> 682E : 鮟 -> 栮
9BA0 -> 9CB3 : 鮠 -> 鲳
9BA1 -> 9BBC : 鮡 -> 鮼
9BA2 -> 8283 : 鮢 -> 芃
9BA3 -> 3D4D : 鮣 -> 㵍
9BA4 -> 5490 : 鮤 -> 咐
9BA5 -> 9105 : 鮥 -> 鄅
9BA6 -> 632C : 鮦 -> 挬
9BA7 -> 3C4F : 鮧 -> 㱏
9BA8 -> 91C6 : 鮨 -> 釆
9BA9 -> 78C7 : 鮩 -> 磇
9BAA -> 73BF : 鮪 -> 玿
9BAB -> 393F : 鮫 -> 㤿
9BAC -> 3EED : 鮬 -> 㻭
9BAD -> 71F6 : 鮭 -> 燶
9BAE -> 2191 : 鮮 -> ↑
9BAF -> 6E6F : 鮯 -> 湯
9BB0 -> 910E : 鮰 -> 鄎
9BB1 -> 722C : 鮱 -> 爬
9BB2 -> 8CC3 : 鮲 -> 賃
9BB3 -> 6672 : 鮳 -> 晲
9BB4 -> 6934 : 鮴 -> 椴
9BB5 -> 01D0 : 鮵 -> ǐ
9BB6 -> 809D : 鮶 -> 肝
9BB7 -> 5EC9 : 鮷 -> 廉
9BB8 -> 52A4 : 鮸 -> 劤
9BB9 -> 3400 : 鮹 -> 㐀
9BBA -> 9B1F : 鮺 -> 鬟
9BBB -> 9059 : 鮻 -> 遙
9BBC -> 6065 : 鮼 -> 恥
9BBD -> 53DF : 鮽 -> 叟
9BBE -> 4990 : 鮾 -> 䦐
9BBF -> 0057 : 鮿 -> W
9BC0 -> 57BD : 鯀 -> 垽
9BC1 -> 3D06 : 鯁 -> 㴆
9BC2 -> 6AC1 : 鯂 -> 櫁
9BC3 -> 9CC5 : 鯃 -> 鳅
9BC4 -> 9D8D : 鯄 -> 鶍
9BC5 -> 30B9 : 鯅 -> ス
9BC6 -> 3972 : 鯆 -> 㥲
9BC7 -> 9559 : 鯇 -> 镙
9BC8 -> 86EA : 鯈 -> 蛪
9BC9 -> 54BD : 鯉 -> 咽
9BCA -> 8C6B : 鯊 -> 豫
9BCB -> 60F7 : 鯋 -> 惷
9BCC -> 897F : 鯌 -> 西
9BCD -> 9B7A : 鯍 -> 魺
9BCE -> 5FBC : 鯎 -> 徼
9BCF -> 8546 : 鯏 -> 蕆
9BD0 -> 9FF1 : 鯐 -> 鿱
9BD1 -> 63A6 : 鯑 -> 掦
9BD2 -> 8A23 : 鯒 -> 訣
9BD3 -> 8429 : 鯓 -> 萩
9BD4 -> 3E4E : 鯔 -> 㹎
9BD5 -> 7D5C : 鯕 -> 絜
9BD6 -> 8118 : 鯖 -> 脘
9BD7 -> 8431 : 鯗 -> 萱
9BD8 -> 4B3B : 鯘 -> 䬻
9BD9 -> 8E03 : 鯙 -> 踃
9BDA -> 7E09 : 鯚 -> 縉
9BDB -> 9E59 : 鯛 -> 鹙
9BDC -> 8964 : 鯜 -> 襤
9BDD -> 9A17 : 鯝 -> 騗
9BDE -> 7173 : 鯞 -> 煳
9BDF -> 5043 : 鯟 -> 偃
9BE0 -> 4987 : 鯠 -> 䦇
9BE1 -> 377A : 鯡 -> 㝺
9BE2 -> 589E : 鯢 -> 增
9BE3 -> 451C : 鯣 -> 䔜
9BE4 -> 86AD : 鯤 -> 蚭
9BE5 -> 34C7 : 鯥 -> 㓇
9BE6 -> 45A9 : 鯦 -> 䖩
9BE7 -> 77D1 : 鯧 -> 矑
9BE8 -> 8AC2 : 鯨 -> 諂
9BE9 -> 3E12 : 鯩 -> 㸒
9BEA -> 86D9 : 鯪 -> 蛙
9BEB -> 39DD : 鯫 -> 㧝
9BEC -> 6645 : 鯬 -> 晅
9BED -> 90E9 : 鯭 -> 郩
9BEE -> 7905 : 鯮 -> 礅
9BEF -> 78D4 : 鯯 -> 磔
9BF0 -> 3E3C : 鯰 -> 㸼
9BF1 -> 8BC1 : 鯱 -> 证
9BF2 -> 6124 : 鯲 -> 愤
9BF3 -> 5E59 : 鯳 -> 幙
9BF4 -> 3B03 : 鯴 -> 㬃
9BF5 -> 7C5B : 鯵 -> 籛
9BF6 -> 9592 : 鯶 -> 閒
9BF7 -> 6A6D : 鯷 -> 橭
9BF8 -> 3BEE : 鯸 -> 㯮
9BF9 -> 899D : 鯹 -> 覝
9BFA -> 717E : 鯺 -> 煾
9BFB -> 63F8 : 鯻 -> 揸
9BFC -> 57DA : 鯼 -> 埚
9BFD -> 84BA : 鯽 -> 蒺
9BFE -> 47D8 : 鯾 -> 䟘
9BFF -> 9F80 : 鯿 -> 龀
9C00 -> 4164 : 鰀 -> 䅤
9C01 -> 9EB6 : 鰁 -> 麶
9C02 -> 8B74 : 鰂 -> 譴
9C03 -> 83A1 : 鰃 -> 莡
9C04 -> 0428 : 鰄 -> Ш
9C05 -> 9762 : 鰅 -> 面
9C06 -> 03A1 : 鰆 -> Ρ
9C07 -> 8A05 : 鰇 -> 訅
9C08 -> 764E : 鰈 -> 癎
9C09 -> 4BC6 : 鰉 -> 䯆
9C0A -> 90C7 : 鰊 -> 郇
9C0B -> 5B9F : 鰋 -> 実
9C0C -> 5127 : 鰌 -> 儧
9C0D -> 3E1C : 鰍 -> 㸜
9C0E -> 6E58 : 鰎 -> 湘
9C0F -> 515B : 鰏 -> 兛
9C10 -> 6737 : 鰐 -> 朷
9C11 -> 5881 : 鰑 -> 墁
9C12 -> 87B4 : 鰒 -> 螴
9C13 -> 2193 : 鰓 -> ↓
9C14 -> 6E7D : 鰔 -> 湽
9C15 -> 53A2 : 鰕 -> 厢
9C16 -> 8D7D : 鰖 -> 赽
9C17 -> 5BE1 : 鰗 -> 寡
9C18 -> 7E0A : 鰘 -> 縊
9C19 -> 043E : 鰙 -> о
9C1A -> 71FF : 鰚 -> 燿
9C1B -> 8277 : 鰛 -> 艷
9C1C -> 7AFA : 鰜 -> 竺
9C1D -> 75D5 : 鰝 -> 痕
9C1E -> 47B4 : 鰞 -> 䞴
9C1F -> 6564 : 鰟 -> 敤
9C20 -> 5008 : 鰠 -> 倈
9C21 -> 3AF4 : 鰡 -> 㫴
9C22 -> 6771 : 鰢 -> 東
9C23 -> 5065 : 鰣 -> 健
9C24 -> 9C3E : 鰤 -> 鰾
9C25 -> 9961 : 鰥 -> 饡
9C26 -> 8FF6 : 鰦 -> 迶
9C27 -> 8DE1 : 鰧 -> 跡
9C28 -> 6FC9 : 鰨 -> 濉
9C29 -> 8DCD : 鰩 -> 跍
9C2A -> 674B : 鰪 -> 杋
9C2B -> 8BAC : 鰫 -> 讬
9C2C -> 9131 : 鰬 -> 鄱
9C2D -> 9D33 : 鰭 -> 鴳
9C2E -> 4CFA : 鰮 -> 䳺
9C2F -> 9E5C : 鰯 -> 鹜
9C30 -> 410F : 鰰 -> 䄏
9C31 -> 92E0 : 鰱 -> 鋠
9C32 -> 5FC8 : 鰲 -> 忈
9C33 -> 6613 : 鰳 -> 易
9C34 -> 453C : 鰴 -> 䔼
9C35 -> 5AA6 : 鰵 -> 媦
9C36 -> 6C6F : 鰶 -> 汯
9C37 -> 909B : 鰷 -> 邛
9C38 -> FF5B : 鰸 -> ｛
9C39 -> 8AD9 : 鰹 -> 諙
9C3A -> 7B64 : 鰺 -> 筤
9C3B -> 6641 : 鰻 -> 晁
9C3C -> 414A : 鰼 -> 䅊
9C3D -> 41B8 : 鰽 -> 䆸
9C3E -> 5714 : 鰾 -> 圔
9C3F -> 8969 : 鰿 -> 襩
9C40 -> 7FDA : 鱀 -> 翚
9C41 -> 49E8 : 鱁 -> 䧨
9C42 -> 7778 : 鱂 -> 睸
9C43 -> 3E02 : 鱃 -> 㸂
9C44 -> 7BBA : 鱄 -> 箺
9C45 -> 2520 : 鱅 -> ┠
9C46 -> 9AE6 : 鱆 -> 髦
9C47 -> 72A7 : 鱇 -> 犧
9C48 -> 59FB : 鱈 -> 姻
9C49 -> 9735 : 鱉 -> 霵
9C4A -> 66EE : 鱊 -> 曮
9C4B -> 7C39 : 鱋 -> 簹
9C4C -> 4C2F : 鱌 -> 䰯
9C4D -> 597F : 鱍 -> 奿
9C4E -> 94C4 : 鱎 -> 铄
9C4F -> 3BFD : 鱏 -> 㯽
9C50 -> 78C9 : 鱐 -> 磉
9C51 -> 7875 : 鱑 -> 硵
9C52 -> 3934 : 鱒 -> 㤴
9C53 -> 72BE : 鱓 -> 犾
9C54 -> 952A : 鱔 -> 锪
9C55 -> 8777 : 鱕 -> 蝷
9C56 -> 34E2 : 鱖 -> 㓢
9C57 -> 3449 : 鱗 -> 㑉
9C58 -> 6BAF : 鱘 -> 殯
9C59 -> 69DE : 鱙 -> 槞
9C5A -> 55DC : 鱚 -> 嗜
9C5B -> 8DA6 : 鱛 -> 趦
9C5C -> 5EC3 : 鱜 -> 廃
9C5D -> 4C30 : 鱝 -> 䰰
9C5E -> 92C8 : 鱞 -> 鋈
9C5F -> 4638 : 鱟 -> 䘸
9C60 -> 7C77 : 鱠 -> 籷
9C61 -> 8B68 : 鱡 -> 譨
9C62 -> 383F : 鱢 -> 㠿
9C63 -> 305A : 鱣 -> ず
9C64 -> 4F88 : 鱤 -> 侈
9C65 -> 92C5 : 鱥 -> 鋅
9C66 -> 8B32 : 鱦 -> 謲
9C67 -> 7E59 : 鱧 -> 繙
9C68 -> 5F40 : 鱨 -> 彀
9C69 -> 9051 : 鱩 -> 遑
9C6A -> 30E4 : 鱪 -> ヤ
9C6B -> 7840 : 鱫 -> 础
9C6C -> 84B0 : 鱬 -> 蒰
9C6D -> 7132 : 鱭 -> 焲
9C6E -> 96CC : 鱮 -> 雌
9C6F -> 905F : 鱯 -> 遟
9C70 -> 5A6E : 鱰 -> 婮
9C71 -> 002B : 鱱 -> +
9C72 -> 982C : 鱲 -> 頬
9C73 -> 5B02 : 鱳 -> 嬂
9C74 -> 6ECA : 鱴 -> 滊
9C75 -> 5409 : 鱵 -> 吉
9C76 -> 5267 : 鱶 -> 剧
9C77 -> 3231 : 鱷 -> ㈱
9C78 -> 90A6 : 鱸 -> 邦
9C79 -> 6DA1 : 鱹 -> 涡
9C7A -> 9248 : 鱺 -> 鉈
9C7B -> 78F4 : 鱻 -> 磴
9C7C -> 713A : 鱼 -> 焺
9C7D -> 4CA7 : 鱽 -> 䲧
9C7E -> 945C : 鱾 -> 鑜
9C7F -> 5C0A : 鱿 -> 尊
9C80 -> 4270 : 鲀 -> 䉰
9C81 -> E829 : 鲁 -> 
9C82 -> 82E2 : 鲂 -> 苢
9C83 -> 4019 : 鲃 -> 䀙
9C84 -> 9729 : 鲄 -> 霩
9C85 -> 3E7A : 鲅 -> 㹺
9C86 -> 600F : 鲆 -> 怏
9C87 -> 77A2 : 鲇 -> 瞢
9C88 -> E862 : 鲈 -> 
9C89 -> 8295 : 鲉 -> 芕
9C8A -> 449F : 鲊 -> 䒟
9C8B -> 3F26 : 鲋 -> 㼦
9C8C -> 4AB6 : 鲌 -> 䪶
9C8D -> 6957 : 鲍 -> 楗
9C8E -> 497C : 鲎 -> 䥼
9C8F -> 6707 : 鲏 -> 朇
9C90 -> 3B31 : 鲐 -> 㬱
9C91 -> 61CB : 鲑 -> 懋
9C92 -> 4B2B : 鲒 -> 䬫
9C93 -> 5D1D : 鲓 -> 崝
9C94 -> 717C : 鲔 -> 煼
9C95 -> 8416 : 鲕 -> 萖
9C96 -> 93CB : 鲖 -> 鏋
9C97 -> 5AF3 : 鲗 -> 嫳
9C98 -> 7A80 : 鲘 -> 窀
9C99 -> 6811 : 鲙 -> 树
9C9A -> 7CA6 : 鲚 -> 粦
9C9B -> 5A79 : 鲛 -> 婹
9C9C -> 3F94 : 鲜 -> 㾔
9C9D -> 8B67 : 鲝 -> 譧
9C9E -> 93A0 : 鲞 -> 鎠
